gene	ORF	class
YHL009W-A	YHL009W-A	NONE
YHL009W-B	YHL009W-B	NONE
YHL012W	YHL012W	NONE
YHL015W-A	YHL015W-A	NONE
YHL017W	YHL017W	NONE
YHL026C	YHL026C	NONE
YHL037C	YHL037C	NONE
YHL041W	YHL041W	NONE
YHL042W	YHL042W	NONE
YHL048C-A	YHL048C-A	NONE
YHL049C	YHL049C	NONE
YHL050C	YHL050C	NONE
YHM2	YMR241W	NONE
YHP1	YDR451C	STRUCTURE
YHR007C-A	YHR007C-A	NONE
YHR020W	YHR020W	NONE
YHR022C	YHR022C	NONE
YHR022C-A	YHR022C-A	NONE
YHR033W	YHR033W	NONE
YHR050W-A	YHR050W-A	NONE
YHR052C-B	YHR052C-B	NONE
YHR054C	YHR054C	NONE
YHR054C-B	YHR054C-B	NONE
YHR078W	YHR078W	NONE
YHR086W-A	YHR086W-A	NONE
YHR112C	YHR112C	NONE
YHR125W	YHR125W	NONE
YHR130C	YHR130C	NONE
YHR131C	YHR131C	NONE
YHR138C	YHR138C	NONE
YHR139C-A	YHR139C-A	NONE
YHR140W	YHR140W	NONE
YHR173C	YHR173C	NONE
YHR175W-A	YHR175W-A	NONE
YHR180W	YHR180W	NONE
YHR210C	YHR210C	NONE
YHR212W-A	YHR212W-A	NONE
YHR213W	YHR213W	NONE
YHR213W-A	YHR213W-A	NONE
YHR213W-B	YHR213W-B	NONE
YHR214C-B	YHR214C-B	NONE
YHR214C-C	YHR214C-C	NONE
YHR214C-D	YHR214C-D	NONE
YHR214C-E	YHR214C-E	NONE
YHR214W	YHR214W	NONE
YHR218W	YHR218W	NONE
YHR219W	YHR219W	NONE
YHS7	YHR127W	NONE
YIA6	YIL006W	INPUT
YIF1	YNL263C	NONE
YIG1	YPL201C	NONE
YIH1	YCR059C	NONE
YIL001W	YIL001W	NONE
YIL012W	YIL012W	NONE
YIL014C-A	YIL014C-A	NONE
YIL046W-A	YIL046W-A	NONE
YIL054W	YIL054W	NONE
YIL055C	YIL055C	NONE
YIL059C	YIL059C	NONE
YIL060W	YIL060W	NONE
YIL067C	YIL067C	NONE
YIL082W-A	YIL082W-A	NONE
YIL086C	YIL086C	NONE
YIL089W	YIL089W	NONE
YIL092W	YIL092W	NONE
YIL102C	YIL102C	NONE
YIL105W-A	YIL105W-A	NONE
YIL108W	YIL108W	NONE
YIL134C-A	YIL134C-A	NONE
YIL163C	YIL163C	NONE
YIL165C	YIL165C	NONE
YIL171W	YIL171W	INPUT
YIL174W	YIL174W	NONE
YIL175W	YIL175W	NONE
YIL177C	YIL177C	NONE
YIM1	YMR152W	NONE
YIP1	YGR172C	NONE
YIP3	YNL044W	NONE
YIP4	YGL198W	NONE
YIP5	YGL161C	NONE
YIR016W	YIR016W	NONE
YIR018C-A	YIR018C-A	NONE
YIR020C	YIR020C	NONE
YIR021W-A	YIR021W-A	NONE
YIR042C	YIR042C	NONE
YIR043C	YIR043C	NONE
YJL007C	YJL007C	NONE
YJL027C	YJL027C	NONE
YJL028W	YJL028W	NONE
YJL043W	YJL043W	NONE
YJL047C-A	YJL047C-A	NONE
YJL052C-A	YJL052C-A	NONE
YJL068C	YJL068C	NONE
YJL070C	YJL070C	NONE
YJL077W-A	YJL077W-A	NONE
YJL077W-B	YJL077W-B	NONE
YJL107C	YJL107C	INPUT
YJL113W	YJL113W	NONE
YJL114W	YJL114W	NONE
YJL118W	YJL118W	NONE
YJL132W	YJL132W	NONE
YJL136W-A	YJL136W-A	NONE
YJL163C	YJL163C	INPUT
YJL193W	YJL193W	NONE
YJL206C	YJL206C	NONE
YJL213W	YJL213W	NONE
YJL218W	YJL218W	NONE
YJL225C	YJL225C	NONE
YJR015W	YJR015W	NONE
YJR026W	YJR026W	NONE
YJR027W	YJR027W	NONE
YJR028W	YJR028W	NONE
YJR029W	YJR029W	NONE
YJR056C	YJR056C	NONE
YJR079W	YJR079W	NONE
YJR084W	YJR084W	NONE
YJR096W	YJR096W	INPUT
YJR098C	YJR098C	NONE
YJR107C-A	YJR107C-A	INPUT
YJR115W	YJR115W	NONE
YJR124C	YJR124C	INPUT
YJR128W	YJR128W	NONE
YJR142W	YJR142W	NONE
YJR146W	YJR146W	NONE
YJR149W	YJR149W	NONE
YJR151W-A	YJR151W-A	NONE
YJR154W	YJR154W	NONE
YJU2	YKL095W	NONE
YJU3	YKL094W	NONE
YKE2	YLR200W	STRUCTURE
YKE4	YIL023C	INPUT
YKL033W-A	YKL033W-A	NONE
YKL063C	YKL063C	NONE
YKL068W-A	YKL068W-A	NONE
YKL069W	YKL069W	INPUT
YKL070W	YKL070W	NONE
YKL091C	YKL091C	NONE
YKL096C-B	YKL096C-B	NONE
YKL097C	YKL097C	NONE
YKL102C	YKL102C	NONE
YKL104W-A	YKL104W-A	NONE
YKL106C-A	YKL106C-A	NONE
YKL107W	YKL107W	NONE
YKL162C	YKL162C	NONE
YKL183C-A	YKL183C-A	NONE
YKL222C	YKL222C	NONE
YKR005C	YKR005C	NONE
YKR015C	YKR015C	NONE
YKR018C	YKR018C	NONE
YKR032W	YKR032W	NONE
YKR041W	YKR041W	NONE
YKR045C	YKR045C	NONE
YKR070W	YKR070W	NONE
YKR073C	YKR073C	NONE
YKR075C	YKR075C	NONE
YKR104W	YKR104W	INPUT
YKT6	YKL196C	NONE
YKU70	YMR284W	STRUCTURE
YKU80	YMR106C	STRUCTURE
YLF2	YHL014C	NONE
YLH47	YPR125W	INPUT
YLL006W-A	YLL006W-A	NONE
YLL017W	YLL017W	STRUCTURE
YLL032C	YLL032C	NONE
YLL053C	YLL053C	INPUT
YLL054C	YLL054C	NONE
YLL056C	YLL056C	NONE
YLL066C	YLL066C	NONE
YLL066W-B	YLL066W-B	NONE
YLL067C	YLL067C	NONE
YLR001C	YLR001C	NONE
YLR012C	YLR012C	NONE
YLR030W	YLR030W	NONE
YLR031W	YLR031W	NONE
YLR035C-A	YLR035C-A	NONE
YLR036C	YLR036C	NONE
YLR046C	YLR046C	NONE
YLR108C	YLR108C	NONE
YLR111W	YLR111W	NONE
YLR112W	YLR112W	NONE
YLR122C	YLR122C	NONE
YLR125W	YLR125W	NONE
YLR126C	YLR126C	NONE
YLR146W-A	YLR146W-A	NONE
YLR152C	YLR152C	INPUT
YLR154C-G	YLR154C-G	NONE
YLR154C-H	YLR154C-H	NONE
YLR156C-A	YLR156C-A	NONE
YLR156W	YLR156W	NONE
YLR157C-A	YLR157C-A	NONE
YLR157C-B	YLR157C-B	NONE
YLR157C-C	YLR157C-C	NONE
YLR157W-D	YLR157W-D	NONE
YLR157W-E	YLR157W-E	NONE
YLR159C-A	YLR159C-A	NONE
YLR159W	YLR159W	NONE
YLR161W	YLR161W	NONE
YLR162W	YLR162W	NONE
YLR177W	YLR177W	NONE
YLR179C	YLR179C	NONE
YLR225C	YLR225C	NONE
YLR227W-A	YLR227W-A	NONE
YLR227W-B	YLR227W-B	NONE
YLR236C	YLR236C	NONE
YLR255C	YLR255C	NONE
YLR256W-A	YLR256W-A	NONE
YLR257W	YLR257W	NONE
YLR264C-A	YLR264C-A	NONE
YLR278C	YLR278C	NONE
YLR285C-A	YLR285C-A	NONE
YLR287C	YLR287C	NONE
YLR296W	YLR296W	NONE
YLR297W	YLR297W	NONE
YLR302C	YLR302C	NONE
YLR326W	YLR326W	NONE
YLR342W-A	YLR342W-A	NONE
YLR345W	YLR345W	NONE
YLR358C	YLR358C	NONE
YLR361C-A	YLR361C-A	NONE
YLR363W-A	YLR363W-A	NONE
YLR365W	YLR365W	NONE
YLR379W-A	YLR379W-A	NONE
YLR406C-A	YLR406C-A	NONE
YLR410W-A	YLR410W-A	NONE
YLR410W-B	YLR410W-B	NONE
YLR412C-A	YLR412C-A	NONE
YLR415C	YLR415C	NONE
YLR419W	YLR419W	NONE
YLR456W	YLR456W	NONE
YLR460C	YLR460C	NONE
YLR462W	YLR462W	NONE
YLR464W	YLR464W	NONE
YMC1	YPR058W	NONE
YMC2	YBR104W	INPUT
YMD8	YML038C	INPUT
YME1	YPR024W	STRUCTURE
YME2	YMR302C	STRUCTURE
YML003W	YML003W	NONE
YML018C	YML018C	NONE
YML039W	YML039W	NONE
YML040W	YML040W	NONE
YML045W	YML045W	NONE
YML045W-A	YML045W-A	NONE
YML053C	YML053C	NONE
YML054C-A	YML054C-A	NONE
YML082W	YML082W	NONE
YML083C	YML083C	NONE
YML096W	YML096W	NONE
YML100W-A	YML100W-A	NONE
YML108W	YML108W	NONE
YML119W	YML119W	NONE
YML122C	YML122C	NONE
YML131W	YML131W	NONE
YML133C	YML133C	NONE
YML6	YML025C	NONE
YMR001C-A	YMR001C-A	NONE
YMR007W	YMR007W	NONE
YMR008C-A	YMR008C-A	NONE
YMR027W	YMR027W	NONE
YMR030W-A	YMR030W-A	NONE
YMR045C	YMR045C	NONE
YMR046C	YMR046C	NONE
YMR050C	YMR050C	NONE
YMR051C	YMR051C	NONE
YMR075C-A	YMR075C-A	NONE
YMR082C	YMR082C	NONE
YMR084W	YMR084W	NONE
YMR085W	YMR085W	NONE
YMR090W	YMR090W	NONE
YMR099C	YMR099C	NONE
YMR1	YJR110W	NONE
YMR103C	YMR103C	NONE
YMR105W-A	YMR105W-A	NONE
YMR106W-A	YMR106W-A	NONE
YMR114C	YMR114C	NONE
YMR122C	YMR122C	NONE
YMR141C	YMR141C	NONE
YMR155W	YMR155W	INPUT
YMR158C-A	YMR158C-A	NONE
YMR175W-A	YMR175W-A	NONE
YMR181C	YMR181C	NONE
YMR187C	YMR187C	NONE
YMR196W	YMR196W	NONE
YMR206W	YMR206W	NONE
YMR209C	YMR209C	NONE
YMR230W-A	YMR230W-A	NONE
YMR242W-A	YMR242W-A	NONE
YMR244W	YMR244W	NONE
YMR247W-A	YMR247W-A	NONE
YMR253C	YMR253C	NONE
YMR254C	YMR254C	NONE
YMR262W	YMR262W	NONE
YMR265C	YMR265C	NONE
YMR272W-B	YMR272W-B	NONE
YMR315W	YMR315W	NONE
YMR315W-A	YMR315W-A	NONE
YMR316C-A	YMR316C-A	NONE
YMR317W	YMR317W	NONE
YMR320W	YMR320W	NONE
YMR321C	YMR321C	NONE
YNCA0006C	YNCA0006C	NONE
YNCB0001W	YNCB0001W	NONE
YNCB0002W	YNCB0002W	NONE
YNCB0004W	YNCB0004W	NONE
YNCB0005C	YNCB0005C	NONE
YNCB0006W	YNCB0006W	NONE
YNCB0007W	YNCB0007W	NONE
YNCB0011C	YNCB0011C	NONE
YNCB0012W	YNCB0012W	NONE
YNCB0013W	YNCB0013W	NONE
YNCB0015W	YNCB0015W	NONE
YNCB0016W	YNCB0016W	NONE
YNCB0017C	YNCB0017C	NONE
YNCB0018W	YNCB0018W	NONE
YNCC0001C	YNCC0001C	NONE
YNCC0005W	YNCC0005W	NONE
YNCC0008W	YNCC0008W	NONE
YNCC0009C	YNCC0009C	NONE
YNCC0010C	YNCC0010C	NONE
YNCC0014W	YNCC0014W	NONE
YNCD0001W	YNCD0001W	NONE
YNCD0003W	YNCD0003W	NONE
YNCD0004W	YNCD0004W	NONE
YNCD0005C	YNCD0005C	NONE
YNCD0006W	YNCD0006W	NONE
YNCD0007C	YNCD0007C	NONE
YNCD0008W	YNCD0008W	NONE
YNCD0009W	YNCD0009W	NONE
YNCD0011W	YNCD0011W	NONE
YNCD0012W	YNCD0012W	NONE
YNCD0013C	YNCD0013C	NONE
YNCD0014C	YNCD0014C	NONE
YNCD0015C	YNCD0015C	NONE
YNCD0016C	YNCD0016C	NONE
YNCD0017W	YNCD0017W	NONE
YNCD0019C	YNCD0019C	NONE
YNCD0020W	YNCD0020W	NONE
YNCD0021C	YNCD0021C	NONE
YNCD0022C	YNCD0022C	NONE
YNCD0023C	YNCD0023C	NONE
YNCD0024C	YNCD0024C	NONE
YNCD0026W	YNCD0026W	NONE
YNCD0028W	YNCD0028W	NONE
YNCD0029C	YNCD0029C	NONE
YNCD0031C	YNCD0031C	NONE
YNCE0004C	YNCE0004C	NONE
YNCE0005W	YNCE0005W	NONE
YNCE0008C	YNCE0008C	NONE
YNCE0009C	YNCE0009C	NONE
YNCE0010W	YNCE0010W	NONE
YNCE0012W	YNCE0012W	NONE
YNCE0013W	YNCE0013W	NONE
YNCE0014W	YNCE0014W	NONE
YNCE0016C	YNCE0016C	NONE
YNCE0018W	YNCE0018W	NONE
YNCE0021C	YNCE0021C	NONE
YNCE0022C	YNCE0022C	NONE
YNCE0023W	YNCE0023W	NONE
YNCE0025C	YNCE0025C	NONE
YNCE0026W	YNCE0026W	NONE
YNCE0027C	YNCE0027C	NONE
YNCE0028C	YNCE0028C	NONE
YNCE0029C	YNCE0029C	NONE
YNCF0004C	YNCF0004C	NONE
YNCF0005C	YNCF0005C	NONE
YNCF0008C	YNCF0008C	NONE
YNCF0009C	YNCF0009C	NONE
YNCF0011C	YNCF0011C	NONE
YNCF0014C	YNCF0014C	NONE
YNCG0002C	YNCG0002C	NONE
YNCG0003C	YNCG0003C	NONE
YNCG0004W	YNCG0004W	NONE
YNCG0005W	YNCG0005W	NONE
YNCG0007C	YNCG0007C	NONE
YNCG0008W	YNCG0008W	NONE
YNCG0009C	YNCG0009C	NONE
YNCG0011W	YNCG0011W	NONE
YNCG0016C	YNCG0016C	NONE
YNCG0017W	YNCG0017W	NONE
YNCG0018C	YNCG0018C	NONE
YNCG0020C	YNCG0020C	NONE
YNCG0021W	YNCG0021W	NONE
YNCG0022W	YNCG0022W	NONE
YNCG0023C	YNCG0023C	NONE
YNCG0025C	YNCG0025C	NONE
YNCG0027W	YNCG0027W	NONE
YNCG0028W	YNCG0028W	NONE
YNCG0029C	YNCG0029C	NONE
YNCG0030C	YNCG0030C	NONE
YNCG0031W	YNCG0031W	NONE
YNCG0032W	YNCG0032W	NONE
YNCG0033W	YNCG0033W	NONE
YNCG0034W	YNCG0034W	NONE
YNCG0036W	YNCG0036W	NONE
YNCG0037W	YNCG0037W	NONE
YNCG0038C	YNCG0038C	NONE
YNCG0039W	YNCG0039W	NONE
YNCG0040C	YNCG0040C	NONE
YNCG0041W	YNCG0041W	NONE
YNCG0042C	YNCG0042C	NONE
YNCG0043C	YNCG0043C	NONE
YNCG0046W	YNCG0046W	NONE
YNCH0001W	YNCH0001W	NONE
YNCH0002C	YNCH0002C	NONE
YNCH0003C	YNCH0003C	NONE
YNCH0004C	YNCH0004C	NONE
YNCH0005W	YNCH0005W	NONE
YNCH0006C	YNCH0006C	NONE
YNCH0009C	YNCH0009C	NONE
YNCH0010C	YNCH0010C	NONE
YNCH0015W	YNCH0015W	NONE
YNCH0016C	YNCH0016C	NONE
YNCI0002W	YNCI0002W	NONE
YNCI0003C	YNCI0003C	NONE
YNCI0004W	YNCI0004W	NONE
YNCI0005W	YNCI0005W	NONE
YNCI0007C	YNCI0007C	NONE
YNCI0008C	YNCI0008C	NONE
YNCI0009W	YNCI0009W	NONE
YNCI0010C	YNCI0010C	NONE
YNCI0011W	YNCI0011W	NONE
YNCJ0001C	YNCJ0001C	NONE
YNCJ0002C	YNCJ0002C	NONE
YNCJ0005C	YNCJ0005C	NONE
YNCJ0006W	YNCJ0006W	NONE
YNCJ0008W	YNCJ0008W	NONE
YNCJ0011W	YNCJ0011W	NONE
YNCJ0012W	YNCJ0012W	NONE
YNCJ0013C	YNCJ0013C	NONE
YNCJ0014C	YNCJ0014C	NONE
YNCJ0015W	YNCJ0015W	NONE
YNCJ0017C	YNCJ0017C	NONE
YNCJ0018W	YNCJ0018W	NONE
YNCJ0019C	YNCJ0019C	NONE
YNCJ0023C	YNCJ0023C	NONE
YNCJ0026W	YNCJ0026W	NONE
YNCJ0029W	YNCJ0029W	NONE
YNCK0003W	YNCK0003W	NONE
YNCK0004W	YNCK0004W	NONE
YNCK0005C	YNCK0005C	NONE
YNCK0006C	YNCK0006C	NONE
YNCK0007W	YNCK0007W	NONE
YNCK0008W	YNCK0008W	NONE
YNCK0010W	YNCK0010W	NONE
YNCK0011C	YNCK0011C	NONE
YNCK0012C	YNCK0012C	NONE
YNCK0014W	YNCK0014W	NONE
YNCK0016W	YNCK0016W	NONE
YNCK0017W	YNCK0017W	NONE
YNCK0018C	YNCK0018C	NONE
YNCK0019W	YNCK0019W	NONE
YNCK0021W	YNCK0021W	NONE
YNCL0001W	YNCL0001W	NONE
YNCL0002C	YNCL0002C	NONE
YNCL0004C	YNCL0004C	NONE
YNCL0007W	YNCL0007W	NONE
YNCL0008W	YNCL0008W	NONE
YNCL0009C	YNCL0009C	NONE
YNCL0032C	YNCL0032C	NONE
YNCL0033C	YNCL0033C	NONE
YNCL0034W	YNCL0034W	NONE
YNCL0035C	YNCL0035C	NONE
YNCL0036C	YNCL0036C	NONE
YNCL0037W	YNCL0037W	NONE
YNCL0038W	YNCL0038W	NONE
YNCL0039W	YNCL0039W	NONE
YNCL0040W	YNCL0040W	NONE
YNCL0044W	YNCL0044W	NONE
YNCL0047W	YNCL0047W	NONE
YNCL0049C	YNCL0049C	NONE
YNCL0050C	YNCL0050C	NONE
YNCL0051C	YNCL0051C	NONE
YNCM0004C	YNCM0004C	NONE
YNCM0007C	YNCM0007C	NONE
YNCM0009C	YNCM0009C	NONE
YNCM0010W	YNCM0010W	NONE
YNCM0018C	YNCM0018C	NONE
YNCM0019W	YNCM0019W	NONE
YNCM0020W	YNCM0020W	NONE
YNCM0021C	YNCM0021C	NONE
YNCM0022C	YNCM0022C	NONE
YNCM0023C	YNCM0023C	NONE
YNCM0024W	YNCM0024W	NONE
YNCM0025C	YNCM0025C	NONE
YNCM0027W	YNCM0027W	NONE
YNCM0029C	YNCM0029C	NONE
YNCM0033C	YNCM0033C	NONE
YNCM0035C	YNCM0035C	NONE
YNCN0003W	YNCN0003W	NONE
YNCN0004W	YNCN0004W	NONE
YNCN0006W	YNCN0006W	NONE
YNCN0007W	YNCN0007W	NONE
YNCN0008C	YNCN0008C	NONE
YNCN0009W	YNCN0009W	NONE
YNCN0010C	YNCN0010C	NONE
YNCN0011W	YNCN0011W	NONE
YNCN0012C	YNCN0012C	NONE
YNCN0015W	YNCN0015W	NONE
YNCN0017W	YNCN0017W	NONE
YNCN0020C	YNCN0020C	NONE
YNCO0002W	YNCO0002W	NONE
YNCO0004C	YNCO0004C	NONE
YNCO0005W	YNCO0005W	NONE
YNCO0008W	YNCO0008W	NONE
YNCO0011W	YNCO0011W	NONE
YNCO0012C	YNCO0012C	NONE
YNCO0013C	YNCO0013C	NONE
YNCO0016W	YNCO0016W	NONE
YNCO0018W	YNCO0018W	NONE
YNCO0019W	YNCO0019W	NONE
YNCO0021C	YNCO0021C	NONE
YNCO0029C	YNCO0029C	NONE
YNCO0031W	YNCO0031W	NONE
YNCP0001C	YNCP0001C	NONE
YNCP0004C	YNCP0004C	NONE
YNCP0007C	YNCP0007C	NONE
YNCP0008C	YNCP0008C	NONE
YNCP0009W	YNCP0009W	NONE
YNCP0010W	YNCP0010W	NONE
YNCP0011C	YNCP0011C	NONE
YNCP0016W	YNCP0016W	NONE
YNCP0017C	YNCP0017C	NONE
YNCP0018C	YNCP0018C	NONE
YNCP0019W	YNCP0019W	NONE
YNCP0020W	YNCP0020W	NONE
YNCP0022W	YNCP0022W	NONE
YNCP0023W	YNCP0023W	NONE
YNCP0024C	YNCP0024C	NONE
YNCQ0001W	YNCQ0001W	NONE
YNCQ0003W	YNCQ0003W	NONE
YNCQ0004W	YNCQ0004W	NONE
YNCQ0005W	YNCQ0005W	NONE
YNCQ0007W	YNCQ0007W	NONE
YNCQ0008W	YNCQ0008W	NONE
YNCQ0009W	YNCQ0009W	NONE
YNCQ0010W	YNCQ0010W	NONE
YNCQ0011W	YNCQ0011W	NONE
YNCQ0012W	YNCQ0012W	NONE
YNCQ0013W	YNCQ0013W	NONE
YNCQ0014W	YNCQ0014W	NONE
YNCQ0015W	YNCQ0015W	NONE
YNCQ0016W	YNCQ0016W	NONE
YNCQ0017W	YNCQ0017W	NONE
YNCQ0018W	YNCQ0018W	NONE
YNCQ0019W	YNCQ0019W	NONE
YNCQ0020W	YNCQ0020W	NONE
YNCQ0021W	YNCQ0021W	NONE
YNCQ0022W	YNCQ0022W	NONE
YNCQ0023W	YNCQ0023W	NONE
YNCQ0024C	YNCQ0024C	NONE
YNCQ0025W	YNCQ0025W	NONE
YNCQ0026W	YNCQ0026W	NONE
YND1	YER005W	NONE
YNG1	YOR064C	STRUCTURE
YNG2	YHR090C	STRUCTURE
YNK1	YKL067W	STRUCTURE
YNL011C	YNL011C	NONE
YNL018C	YNL018C	NONE
YNL019C	YNL019C	NONE
YNL033W	YNL033W	NONE
YNL034W	YNL034W	NONE
YNL035C	YNL035C	NONE
YNL040C-A	YNL040C-A	NONE
YNL040W	YNL040W	NONE
YNL042W-B	YNL042W-B	NONE
YNL046W	YNL046W	NONE
YNL050C	YNL050C	NONE
YNL054W-A	YNL054W-A	NONE
YNL054W-B	YNL054W-B	NONE
YNL058C	YNL058C	NONE
YNL067W-B	YNL067W-B	NONE
YNL092W	YNL092W	NONE
YNL095C	YNL095C	INPUT
YNL108C	YNL108C	NONE
YNL115C	YNL115C	NONE
YNL134C	YNL134C	NONE
YNL140C	YNL140C	NONE
YNL143C	YNL143C	NONE
YNL146C-A	YNL146C-A	NONE
YNL146W	YNL146W	NONE
YNL155C-A	YNL155C-A	NONE
YNL162W-A	YNL162W-A	NONE
YNL165W	YNL165W	NONE
YNL184C	YNL184C	NONE
YNL190W	YNL190W	NONE
YNL193W	YNL193W	NONE
YNL194C	YNL194C	NONE
YNL195C	YNL195C	NONE
YNL208W	YNL208W	NONE
YNL234W	YNL234W	NONE
YNL277W-A	YNL277W-A	NONE
YNL284C-A	YNL284C-A	NONE
YNL284C-B	YNL284C-B	NONE
YNL320W	YNL320W	NONE
YNR014W	YNR014W	NONE
YNR021W	YNR021W	NONE
YNR048W	YNR048W	NONE
YNR061C	YNR061C	NONE
YNR064C	YNR064C	NONE
YNR065C	YNR065C	NONE
YNR066C	YNR066C	NONE
YNR068C	YNR068C	NONE
YNR071C	YNR071C	NONE
YNR075C-A	YNR075C-A	NONE
YNR077C	YNR077C	NONE
YOL014W	YOL014W	NONE
YOL019W-A	YOL019W-A	NONE
YOL024W	YOL024W	NONE
YOL029C	YOL029C	NONE
YOL036W	YOL036W	NONE
YOL038C-A	YOL038C-A	NONE
YOL057W	YOL057W	NONE
YOL075C	YOL075C	INPUT
YOL085C	YOL085C	NONE
YOL097W-A	YOL097W-A	NONE
YOL103W-A	YOL103W-A	NONE
YOL103W-B	YOL103W-B	NONE
YOL107W	YOL107W	NONE
YOL118C	YOL118C	NONE
YOL131W	YOL131W	NONE
YOL153C	YOL153C	NONE
YOL155W-A	YOL155W-A	NONE
YOL159C-A	YOL159C-A	NONE
YOL160W	YOL160W	NONE
YOL162W	YOL162W	INPUT
YOL163W	YOL163W	INPUT
YOL164W-A	YOL164W-A	NONE
YOL166W-A	YOL166W-A	NONE
YOP1	YPR028W	NONE
YOR008C-A	YOR008C-A	NONE
YOR011W-A	YOR011W-A	NONE
YOR012W	YOR012W	NONE
YOR015W	YOR015W	NONE
YOR019W	YOR019W	NONE
YOR029W	YOR029W	NONE
YOR032W-A	YOR032W-A	NONE
YOR034C-A	YOR034C-A	NONE
YOR062C	YOR062C	NONE
YOR072W	YOR072W	NONE
YOR072W-B	YOR072W-B	NONE
YOR097C	YOR097C	NONE
YOR1	YGR281W	INPUT
YOR105W	YOR105W	NONE
YOR111W	YOR111W	NONE
YOR131C	YOR131C	NONE
YOR142W-A	YOR142W-A	NONE
YOR142W-B	YOR142W-B	NONE
YOR161C-C	YOR161C-C	NONE
YOR186W	YOR186W	NONE
YOR192C-A	YOR192C-A	NONE
YOR192C-B	YOR192C-B	NONE
YOR192C-C	YOR192C-C	NONE
YOR238W	YOR238W	NONE
YOR268C	YOR268C	NONE
YOR283W	YOR283W	NONE
YOR289W	YOR289W	NONE
YOR292C	YOR292C	NONE
YOR293C-A	YOR293C-A	NONE
YOR296W	YOR296W	NONE
YOR302W	YOR302W	NONE
YOR314W	YOR314W	NONE
YOR316C-A	YOR316C-A	NONE
YOR338W	YOR338W	NONE
YOR342C	YOR342C	NONE
YOR343C	YOR343C	NONE
YOR343W-A	YOR343W-A	NONE
YOR343W-B	YOR343W-B	NONE
YOR365C	YOR365C	BOTH
YOR376W	YOR376W	NONE
YOR376W-A	YOR376W-A	NONE
YOR381W-A	YOR381W-A	NONE
YOR385W	YOR385W	NONE
YOR387C	YOR387C	NONE
YOR389W	YOR389W	NONE
YOR394C-A	YOR394C-A	NONE
YOS1	YER074W-A	NONE
YOS9	YDR057W	NONE
YOX1	YML027W	STRUCTURE
YPC1	YBR183W	NONE
YPD1	YDL235C	NONE
YPF1	YKL100C	NONE
YPI1	YFR003C	NONE
YPK1	YKL126W	STRUCTURE
YPK2	YMR104C	STRUCTURE
YPK3	YBR028C	INPUT
YPK9	YOR291W	INPUT
YPL038W-A	YPL038W-A	NONE
YPL039W	YPL039W	NONE
YPL060C-A	YPL060C-A	NONE
YPL062W	YPL062W	NONE
YPL068C	YPL068C	NONE
YPL071C	YPL071C	NONE
YPL077C	YPL077C	NONE
YPL080C	YPL080C	NONE
YPL088W	YPL088W	NONE
YPL108W	YPL108W	NONE
YPL113C	YPL113C	NONE
YPL119C-A	YPL119C-A	NONE
YPL150W	YPL150W	INPUT
YPL152W-A	YPL152W-A	NONE
YPL162C	YPL162C	NONE
YPL199C	YPL199C	NONE
YPL216W	YPL216W	STRUCTURE
YPL229W	YPL229W	NONE
YPL245W	YPL245W	NONE
YPL247C	YPL247C	NONE
YPL257W	YPL257W	NONE
YPL257W-A	YPL257W-A	NONE
YPL257W-B	YPL257W-B	NONE
YPL261C	YPL261C	NONE
YPL264C	YPL264C	NONE
YPL276W	YPL276W	NONE
YPL277C	YPL277C	NONE
YPL278C	YPL278C	NONE
YPP1	YGR198W	NONE
YPQ1	YOL092W	INPUT
YPQ2	YDR352W	INPUT
YPR003C	YPR003C	INPUT
YPR014C	YPR014C	NONE
YPR015C	YPR015C	NONE
YPR027C	YPR027C	NONE
YPR053C	YPR053C	NONE
YPR063C	YPR063C	NONE
YPR064W	YPR064W	NONE
YPR071W	YPR071W	NONE
YPR078C	YPR078C	NONE
YPR084W	YPR084W	NONE
YPR089W	YPR089W	NONE
YPR096C	YPR096C	NONE
YPR099C	YPR099C	NONE
YPR1	YDR368W	INPUT
YPR127W	YPR127W	NONE
YPR137C-A	YPR137C-A	NONE
YPR137C-B	YPR137C-B	NONE
YPR145C-A	YPR145C-A	NONE
YPR147C	YPR147C	NONE
YPR148C	YPR148C	NONE
YPR158C-C	YPR158C-C	NONE
YPR158C-D	YPR158C-D	NONE
YPR158W-A	YPR158W-A	NONE
YPR158W-B	YPR158W-B	NONE
YPR159C-A	YPR159C-A	NONE
YPR170W-B	YPR170W-B	NONE
YPR172W	YPR172W	NONE
YPR195C	YPR195C	NONE
YPR196W	YPR196W	NONE
YPR202W	YPR202W	NONE
YPR203W	YPR203W	NONE
YPR204W	YPR204W	NONE
YPS1	YLR120C	NONE
YPS3	YLR121C	NONE
YPS5	YGL259W	NONE
YPS6	YIR039C	NONE
YPS7	YDR349C	NONE
YPT1	YFL038C	NONE
YPT10	YBR264C	NONE
YPT11	YNL304W	NONE
YPT31	YER031C	NONE
YPT32	YGL210W	NONE
YPT35	YHR105W	NONE
YPT52	YKR014C	NONE
YPT53	YNL093W	NONE
YPT6	YLR262C	NONE
YPT7	YML001W	NONE
YRA1	YDR381W	NONE
YRA2	YKL214C	NONE
YRB1	YDR002W	STRUCTURE
YRB2	YIL063C	NONE
YRB30	YGL164C	NONE
YRF1-1	YDR545W	NONE
YRF1-2	YER190W	NONE
YRF1-3	YGR296W	NONE
YRF1-4	YLR466W	NONE
