gene	ORF	class
PDX3	YBR035C	NONE
PEA2	YER149C	INPUT
PEF1	YGR058W	NONE
PEP1	YBL017C	NONE
PEP12	YOR036W	NONE
PEP3	YLR148W	NONE
PEP4	YPL154C	NONE
PEP5	YMR231W	NONE
PEP7	YDR323C	NONE
PEP8	YJL053W	NONE
PER1	YCR044C	NONE
PER33	YLR064W	NONE
PES4	YFR023W	NONE
PET100	YDR079W	NONE
PET111	YMR257C	NONE
PET112	YBL080C	NONE
PET117	YER058W	NONE
PET122	YER153C	NONE
PET123	YOR158W	NONE
PET127	YOR017W	NONE
PET130	YJL023C	NONE
PET18	YCR020C	NONE
PET191	YJR034W	NONE
PET20	YPL159C	NONE
PET309	YLR067C	STRUCTURE
PET494	YNR045W	NONE
PET54	YGR222W	NONE
PET8	YNL003C	NONE
PET9	YBL030C	INPUT
PEX1	YKL197C	NONE
PEX10	YDR265W	STRUCTURE
PEX11	YOL147C	NONE
PEX12	YMR026C	STRUCTURE
PEX13	YLR191W	NONE
PEX14	YGL153W	NONE
PEX15	YOL044W	NONE
PEX17	YNL214W	NONE
PEX18	YHR160C	NONE
PEX19	YDL065C	NONE
PEX2	YJL210W	NONE
PEX21	YGR239C	NONE
PEX22	YAL055W	NONE
PEX25	YPL112C	NONE
PEX27	YOR193W	NONE
PEX28	YHR150W	NONE
PEX29	YDR479C	NONE
PEX3	YDR329C	NONE
PEX30	YLR324W	NONE
PEX31	YGR004W	NONE
PEX32	YBR168W	NONE
PEX34	YCL056C	NONE
PEX35	YGR168C	NONE
PEX39	YJR012C	NONE
PEX4	YGR133W	NONE
PEX5	YDR244W	NONE
PEX6	YNL329C	NONE
PEX7	YDR142C	NONE
PEX8	YGR077C	NONE
PEX9	YMR018W	NONE
PFA3	YNL326C	NONE
PFA4	YOL003C	NONE
PFA5	YDR459C	NONE
PFD1	YJL179W	STRUCTURE
PFF1	YBR074W	NONE
PFK1	YGR240C	NONE
PFK2	YMR205C	NONE
PFK26	YIL107C	NONE
PFK27	YOL136C	NONE
PFS1	YHR185C	NONE
PFS2	YNL317W	NONE
PFU1	YDR306C	NONE
PFY1	YOR122C	NONE
PGA1	YNL158W	NONE
PGA2	YNL149C	NONE
PGA3	YML125C	NONE
PGC1	YPL206C	NONE
PGD1	YGL025C	NONE
PGI1	YBR196C	NONE
PGK1	YCR012W	NONE
PGM1	YKL127W	NONE
PGM2	YMR105C	NONE
PGS1	YCL004W	NONE
PGU1	YJR153W	STRUCTURE
PHA2	YNL316C	NONE
PHB1	YGR132C	STRUCTURE
PHB2	YGR231C	STRUCTURE
PHD1	YKL043W	NONE
PHM6	YDR281C	NONE
PHM7	YOL084W	INPUT
PHM8	YER037W	NONE
PHO11	YAR071W	NONE
PHO12	YHR215W	NONE
PHO13	YDL236W	NONE
PHO2	YDL106C	NONE
PHO23	YNL097C	STRUCTURE
PHO3	YBR092C	NONE
PHO4	YFR034C	NONE
PHO5	YBR093C	NONE
PHO8	YDR481C	NONE
PHO80	YOL001W	NONE
PHO81	YGR233C	NONE
PHO84	YML123C	INPUT
PHO85	YPL031C	STRUCTURE
PHO86	YJL117W	STRUCTURE
PHO87	YCR037C	INPUT
PHO89	YBR296C	INPUT
PHO90	YJL198W	INPUT
PHO91	YNR013C	INPUT
PHO92	YDR374C	NONE
PHR1	YOR386W	STRUCTURE
PHS1	YJL097W	NONE
PIB1	YDR313C	NONE
PIB2	YGL023C	INPUT
PIC2	YER053C	NONE
PIF1	YML061C	STRUCTURE
PIG1	YLR273C	NONE
PIG2	YIL045W	NONE
PIH1	YHR034C	STRUCTURE
PIK1	YNL267W	NONE
PIL1	YGR086C	NONE
PIM1	YBL022C	BOTH
PIN2	YOR104W	NONE
PIN3	YPR154W	NONE
PIN4	YBL051C	STRUCTURE
PIP2	YOR363C	NONE
PIR1	YKL164C	STRUCTURE
PIR3	YKL163W	STRUCTURE
PIR5	YJL160C	NONE
PIS1	YPR113W	NONE
PKC1	YBL105C	BOTH
PKH1	YDR490C	NONE
PKH2	YOL100W	NONE
PKH3	YDR466W	NONE
PKP1	YIL042C	NONE
PKP2	YGL059W	NONE
PKR1	YMR123W	NONE
PLB1	YMR008C	NONE
PLB2	YMR006C	NONE
PLB3	YOL011W	NONE
PLC1	YPL268W	INPUT
PLM2	YDR501W	NONE
PLN1	YKR046C	NONE
PLP1	YDR183W	STRUCTURE
PLP2	YOR281C	STRUCTURE
PLS1	YNL097C-B	NONE
PMA1	YGL008C	INPUT
PMA2	YPL036W	INPUT
PMC1	YGL006W	INPUT
PMD1	YER132C	NONE
PMI40	YER003C	NONE
PML1	YLR016C	NONE
PML39	YML107C	NONE
PMP1	YCR024C-A	NONE
PMP2	YEL017C-A	NONE
PMP3	YDR276C	INPUT
PMR1	YGL167C	INPUT
PMS1	YNL082W	STRUCTURE
PMT1	YDL095W	NONE
PMT2	YAL023C	NONE
PMT3	YOR321W	NONE
PMT4	YJR143C	NONE
PMT5	YDL093W	NONE
PMT6	YGR199W	NONE
PMT7	YDR307W	NONE
PMU1	YKL128C	NONE
PNC1	YGL037C	NONE
PNG1	YPL096W	NONE
PNO1	YOR145C	STRUCTURE
PNP1	YLR209C	NONE
PNS1	YOR161C	INPUT
PNT1	YOR266W	NONE
POA1	YBR022W	NONE
POB3	YML069W	STRUCTURE
POC4	YPL144W	NONE
POF1	YCL047C	NONE
POG1	YIL122W	STRUCTURE
POL1	YNL102W	STRUCTURE
POL12	YBL035C	STRUCTURE
POL2	YNL262W	STRUCTURE
POL3	YDL102W	STRUCTURE
POL30	YBR088C	STRUCTURE
POL31	YJR006W	STRUCTURE
POL32	YJR043C	STRUCTURE
POL4	YCR014C	STRUCTURE
POL5	YEL055C	NONE
POM152	YMR129W	NONE
POM33	YLL023C	NONE
POM34	YLR018C	NONE
POP1	YNL221C	NONE
POP2	YNR052C	NONE
POP3	YNL282W	NONE
POP4	YBR257W	NONE
POP5	YAL033W	NONE
POP6	YGR030C	NONE
POP7	YBR167C	NONE
POP8	YBL018C	NONE
POR1	YNL055C	BOTH
POR2	YIL114C	INPUT
POS5	YPL188W	INPUT
POT1	YIL160C	NONE
POX1	YGL205W	NONE
PPA2	YMR267W	NONE
PPE1	YHR075C	NONE
PPG1	YNR032W	NONE
PPH21	YDL134C	STRUCTURE
PPH22	YDL188C	STRUCTURE
PPH3	YDR075W	STRUCTURE
PPM1	YDR435C	NONE
PPM2	YOL141W	NONE
PPN1	YDR452W	NONE
PPN2	YNL217W	NONE
PPQ1	YPL179W	STRUCTURE
PPR1	YLR014C	NONE
PPS1	YBR276C	NONE
PPT1	YGR123C	NONE
PPT2	YPL148C	NONE
PPX1	YHR201C	NONE
PPZ1	YML016C	NONE
PPZ2	YDR436W	NONE
PRB1	YEL060C	NONE
PRC1	YMR297W	NONE
PRD1	YCL057W	NONE
PRE1	YER012W	STRUCTURE
PRE10	YOR362C	STRUCTURE
PRE2	YPR103W	STRUCTURE
PRE3	YJL001W	STRUCTURE
PRE4	YFR050C	STRUCTURE
PRE5	YMR314W	STRUCTURE
PRE6	YOL038W	STRUCTURE
PRE7	YBL041W	STRUCTURE
PRE8	YML092C	STRUCTURE
PRE9	YGR135W	STRUCTURE
PRI1	YIR008C	STRUCTURE
PRI2	YKL045W	STRUCTURE
PRK1	YIL095W	NONE
PRM1	YNL279W	NONE
PRM10	YJL108C	INPUT
PRM15	YMR278W	NONE
PRM2	YIL037C	NONE
PRM3	YPL192C	NONE
PRM4	YPL156C	NONE
PRM5	YIL117C	NONE
PRM6	YML047C	INPUT
PRM7	YDL039C	NONE
PRM8	YGL053W	NONE
PRM9	YAR031W	NONE
PRO1	YDR300C	NONE
PRO2	YOR323C	NONE
PRO3	YER023W	NONE
PRP11	YDL043C	NONE
PRP16	YKR086W	NONE
PRP18	YGR006W	NONE
PRP19	YLL036C	STRUCTURE
PRP2	YNR011C	NONE
PRP21	YJL203W	NONE
PRP22	YER013W	NONE
PRP24	YMR268C	NONE
PRP28	YDR243C	NONE
PRP3	YDR473C	NONE
PRP31	YGR091W	NONE
PRP38	YGR075C	NONE
PRP39	YML046W	NONE
PRP4	YPR178W	NONE
PRP40	YKL012W	NONE
PRP42	YDR235W	NONE
PRP43	YGL120C	STRUCTURE
PRP45	YAL032C	NONE
PRP46	YPL151C	NONE
PRP5	YBR237W	NONE
PRP6	YBR055C	NONE
PRP8	YHR165C	NONE
PRP9	YDL030W	NONE
PRR1	YKL116C	NONE
PRR2	YDL214C	NONE
PRS1	YKL181W	NONE
PRS2	YER099C	NONE
PRS3	YHL011C	NONE
PRS4	YBL068W	NONE
PRS5	YOL061W	NONE
PRT1	YOR361C	NONE
PRX1	YBL064C	INPUT
PRY1	YJL079C	NONE
PRY2	YKR013W	NONE
PRY3	YJL078C	NONE
PSA1	YDL055C	NONE
PSD1	YNL169C	NONE
PSD2	YGR170W	NONE
PSE1	YMR308C	NONE
PSF1	YDR013W	STRUCTURE
PSF2	YJL072C	STRUCTURE
PSF3	YOL146W	STRUCTURE
PSG1	YKL077W	NONE
PSH1	YOL054W	STRUCTURE
PSK1	YAL017W	NONE
PSK2	YOL045W	NONE
PSO2	YMR137C	STRUCTURE
PSP1	YDR505C	NONE
PSP2	YML017W	NONE
PSR1	YLL010C	NONE
PSR2	YLR019W	NONE
PST1	YDR055W	NONE
PST2	YDR032C	NONE
PSY2	YNL201C	NONE
PSY3	YLR376C	STRUCTURE
PSY4	YBL046W	NONE
PTA1	YAL043C	NONE
PTC1	YDL006W	INPUT
PTC2	YER089C	INPUT
PTC3	YBL056W	INPUT
PTC4	YBR125C	INPUT
PTC5	YOR090C	NONE
PTC6	YCR079W	INPUT
PTC7	YHR076W	NONE
PTH1	YHR189W	NONE
PTH2	YBL057C	NONE
PTH4	YOL114C	NONE
PTI1	YGR156W	NONE
PTK1	YKL198C	STRUCTURE
PTK2	YJR059W	STRUCTURE
PTM1	YKL039W	NONE
PTP1	YDL230W	INPUT
PTP2	YOR208W	INPUT
PTP3	YER075C	INPUT
PTR2	YKR093W	INPUT
PTR3	YFR029W	NONE
PUB1	YNL016W	NONE
PUF2	YPR042C	NONE
PUF3	YLL013C	STRUCTURE
PUF4	YGL014W	NONE
PUF6	YDR496C	STRUCTURE
PUG1	YER185W	NONE
PUL3	YNR062C	NONE
PUL4	YNR063W	NONE
PUN1	YLR414C	NONE
PUP1	YOR157C	STRUCTURE
PUP2	YGR253C	STRUCTURE
PUP3	YER094C	STRUCTURE
PUS1	YPL212C	NONE
PUS2	YGL063W	NONE
PUS4	YNL292W	NONE
PUS5	YLR165C	NONE
PUS6	YGR169C	NONE
PUS7	YOR243C	STRUCTURE
PUS9	YDL036C	NONE
PUT1	YLR142W	NONE
PUT2	YHR037W	NONE
PUT3	YKL015W	NONE
PUT4	YOR348C	INPUT
PUT7	YLR283W	NONE
PWP1	YLR196W	STRUCTURE
PWP2	YCR057C	STRUCTURE
PWR1	YNCI0013W	NONE
PXA1	YPL147W	INPUT
PXA2	YKL188C	INPUT
PXL1	YKR090W	NONE
PXP1	YEL020C	NONE
PXP2	YJR111C	NONE
PXP3	YHL045W	NONE
PXR1	YGR280C	STRUCTURE
PYC1	YGL062W	NONE
PYC2	YBR218C	NONE
PYK2	YOR347C	NONE
PYP1	YNL010W	NONE
PZF1	YPR186C	NONE
Q0255		NONE
QCR10	YHR001W-A	NONE
QCR2	YPR191W	NONE
QCR6	YFR033C	NONE
QCR7	YDR529C	NONE
QCR8	YJL166W	NONE
QCR9	YGR183C	NONE
QDR1	YIL120W	INPUT
QDR2	YIL121W	INPUT
QDR3	YBR043C	INPUT
QNS1	YHR074W	NONE
QRI1	YDL103C	NONE
QRI5	YLR204W	NONE
QRI7	YDL104C	NONE
RAD1	YPL022W	STRUCTURE
RAD10	YML095C	STRUCTURE
RAD14	YMR201C	STRUCTURE
RAD16	YBR114W	STRUCTURE
RAD17	YOR368W	STRUCTURE
RAD18	YCR066W	STRUCTURE
RAD2	YGR258C	STRUCTURE
RAD23	YEL037C	STRUCTURE
RAD24	YER173W	STRUCTURE
RAD26	YJR035W	STRUCTURE
RAD27	YKL113C	STRUCTURE
RAD28	YDR030C	STRUCTURE
RAD3	YER171W	STRUCTURE
RAD30	YDR419W	STRUCTURE
RAD33	YML011C	STRUCTURE
RAD34	YDR314C	STRUCTURE
RAD4	YER162C	STRUCTURE
RAD5	YLR032W	STRUCTURE
RAD50	YNL250W	STRUCTURE
RAD51	YER095W	STRUCTURE
RAD52	YML032C	STRUCTURE
RAD53	YPL153C	STRUCTURE
RAD54	YGL163C	STRUCTURE
RAD55	YDR076W	STRUCTURE
RAD57	YDR004W	STRUCTURE
RAD59	YDL059C	STRUCTURE
RAD6	YGL058W	STRUCTURE
RAD61	YDR014W	NONE
RAD7	YJR052W	STRUCTURE
RAD9	YDR217C	STRUCTURE
RAF1		NONE
RAI1	YGL246C	NONE
RAM1	YDL090C	NONE
RAM2	YKL019W	NONE
RAP1	YNL216W	NONE
RAS1	YOR101W	INPUT
RAS2	YNL098C	INPUT
RAT1	YOR048C	NONE
RAV1	YJR033C	NONE
RAV2	YDR202C	NONE
RAX1	YOR301W	STRUCTURE
RAX2	YLR084C	STRUCTURE
RBA50	YDR527W	NONE
RBD2	YPL246C	NONE
RBG1	YAL036C	NONE
RBG2	YGR173W	NONE
RBH1	YJL181W	NONE
RBH2	YJR030C	NONE
RBK1	YCR036W	NONE
RBL2	YOR265W	STRUCTURE
RBP95	YCR016W	STRUCTURE
RBS1	YDL189W	NONE
RCE1	YMR274C	NONE
RCF1	YML030W	NONE
RCF2	YNR018W	NONE
RCF3	YBR255C-A	NONE
RCH1	YMR034C	INPUT
RCI37	YIL077C	NONE
RCI50	YKL133C	NONE
RCK1	YGL158W	INPUT
RCK2	YLR248W	INPUT
RCL1	YOL010W	STRUCTURE
RCM1	YNL022C	NONE
RCN1	YKL159C	NONE
RCN2	YOR220W	NONE
RCO1	YMR075W	STRUCTURE
RCR1	YBR005W	STRUCTURE
RCR2	YDR003W	NONE
RCY1	YJL204C	NONE
RDH54	YBR073W	STRUCTURE
RDI1	YDL135C	NONE
RDL1	YOR285W	NONE
RDL2	YOR286W	NONE
RDN18-1	YNCL0016C	NONE
RDN18-2	YNCL0025C	NONE
RDN25-1	YNCL0012C	STRUCTURE
RDN25-2	YNCL0021C	STRUCTURE
RDN5-1	YNCL0018W	NONE
RDN5-2	YNCL0027W	NONE
RDN5-3	YNCL0028W	NONE
RDN5-4	YNCL0029W	NONE
RDN5-5	YNCL0030W	NONE
RDN5-6	YNCL0031W	NONE
RDN58-1	YNCL0014C	NONE
RDN58-2	YNCL0023C	NONE
RDR1	YOR380W	NONE
RDS1	YCR106W	NONE
RDS2	YPL133C	STRUCTURE
RDS3	YPR094W	NONE
RDT1	YCL054W-A	NONE
REA1	YLR106C	STRUCTURE
REB1	YBR049C	NONE
REC102	YLR329W	NONE
REC104	YHR157W	NONE
REC107	YJR021C	NONE
REC114	YMR133W	NONE
REC8	YPR007C	STRUCTURE
RED1	YLR263W	NONE
REE1	YJL217W	NONE
REF2	YDR195W	NONE
REG1	YDR028C	NONE
REG2	YBR050C	NONE
REH1	YLR387C	STRUCTURE
REI1	YBR267W	STRUCTURE
REP1		NONE
REP2		NONE
RER1	YCL001W	NONE
RER2	YBR002C	NONE
RET1	YOR207C	NONE
RET2	YFR051C	NONE
RET3	YPL010W	NONE
REV1	YOR346W	STRUCTURE
REV3	YPL167C	STRUCTURE
REV7	YIL139C	STRUCTURE
REX2	YLR059C	NONE
REX3	YLR107W	NONE
REX4	YOL080C	NONE
RFA1	YAR007C	STRUCTURE
RFA2	YNL312W	STRUCTURE
RFA3	YJL173C	STRUCTURE
RFC1	YOR217W	STRUCTURE
RFC2	YJR068W	STRUCTURE
RFC3	YNL290W	STRUCTURE
RFC4	YOL094C	STRUCTURE
RFC5	YBR087W	STRUCTURE
RFM1	YOR279C	STRUCTURE
RFS1	YBR052C	NONE
RFT1	YBL020W	NONE
RFU1	YLR073C	NONE
RFX1	YLR176C	NONE
RGA1	YOR127W	INPUT
RGA2	YDR379W	INPUT
RGC1	YPR115W	NONE
RGD1	YBR260C	INPUT
RGD2	YFL047W	INPUT
RGD3	YHR182W	INPUT
RGI1	YER067W	NONE
RGI2	YIL057C	NONE
RGL1	YPL066W	NONE
RGM1	YMR182C	NONE
RGP1	YDR137W	STRUCTURE
RGR1	YLR071C	NONE
RGS2	YOR107W	NONE
RGT1	YKL038W	NONE
RGT2	YDL138W	INPUT
RHB1	YCR027C	INPUT
RHO1	YPR165W	INPUT
RHO2	YNL090W	INPUT
RHO3	YIL118W	INPUT
RHO4	YKR055W	INPUT
RHO5	YNL180C	INPUT
RIA1	YNL163C	STRUCTURE
RIB1	YBL033C	NONE
RIB2	YOL066C	NONE
RIB3	YDR487C	NONE
RIB4	YOL143C	NONE
RIB5	YBR256C	NONE
RIB7	YBR153W	NONE
RIC1	YLR039C	NONE
RIE1	YGR250C	NONE
RIF1	YBR275C	NONE
RIF2	YLR453C	NONE
RIM1	YCR028C-A	STRUCTURE
RIM101	YHL027W	STRUCTURE
RIM11	YMR139W	INPUT
RIM13	YMR154C	NONE
RIM15	YFL033C	BOTH
RIM2	YBR192W	INPUT
RIM20	YOR275C	NONE
RIM21	YNL294C	STRUCTURE
RIM4	YHL024W	NONE
RIM8	YGL045W	NONE
RIM9	YMR063W	NONE
RIO1	YOR119C	STRUCTURE
RIO2	YNL207W	STRUCTURE
RIP1	YEL024W	NONE
RIT1	YMR283C	NONE
RIX1	YHR197W	STRUCTURE
RIX7	YLL034C	STRUCTURE
RKI1	YOR095C	NONE
RKM1	YPL208W	NONE
RKM2	YDR198C	NONE
RKM3	YBR030W	NONE
RKM4	YDR257C	NONE
RKM5	YLR137W	NONE
RKR1	YMR247C	STRUCTURE
RLF2	YPR018W	STRUCTURE
RLI1	YDR091C	STRUCTURE
RLM1	YPL089C	INPUT
RLP24	YLR009W	STRUCTURE
RLP7	YNL002C	STRUCTURE
RMA1	YKL132C	NONE
RMD1	YDL001W	NONE
RMD5	YDR255C	STRUCTURE
RMD6	YEL072W	NONE
RMD8	YFR048W	NONE
RMD9	YGL107C	NONE
RME1	YGR044C	STRUCTURE
RME2	YNCG0006C	NONE
RME3	YNCG0001C	NONE
RMI1	YPL024W	STRUCTURE
RML2	YEL050C	NONE
RMP1	YLR145W	NONE
RMR1	YGL250W	NONE
RMT2	YDR465C	NONE
RNA1	YMR235C	NONE
RNA14	YMR061W	NONE
RNA15	YGL044C	NONE
RNA170	YNCM0032C	NONE
RNH1	YMR234W	NONE
RNH201	YNL072W	STRUCTURE
RNH202	YDR279W	NONE
RNH203	YLR154C	NONE
RNH70	YGR276C	STRUCTURE
RNP1	YLL046C	STRUCTURE
RNQ1	YCL028W	NONE
RNR1	YER070W	NONE
RNR2	YJL026W	NONE
RNR3	YIL066C	NONE
RNR4	YGR180C	NONE
RNT1	YMR239C	STRUCTURE
RNY1	YPL123C	NONE
ROD1	YOR018W	NONE
ROF1	YHR177W	NONE
ROG1	YGL144C	NONE
ROG3	YFR022W	NONE
ROK1	YGL171W	STRUCTURE
ROM1	YGR070W	INPUT
ROM2	YLR371W	INPUT
ROQ1	YJL144W	NONE
ROT1	YMR200W	STRUCTURE
ROT2	YBR229C	NONE
ROX1	YPR065W	INPUT
ROX3	YBL093C	NONE
ROY1	YMR258C	NONE
RPA12	YJR063W	STRUCTURE
RPA135	YPR010C	STRUCTURE
RPA14	YDR156W	STRUCTURE
RPA190	YOR341W	STRUCTURE
RPA34	YJL148W	STRUCTURE
RPA43	YOR340C	STRUCTURE
RPA49	YNL248C	STRUCTURE
RPB10	YOR210W	STRUCTURE
RPB11	YOL005C	NONE
RPB2	YOR151C	NONE
RPB3	YIL021W	NONE
RPB4	YJL140W	NONE
RPB5	YBR154C	STRUCTURE
RPB7	YDR404C	NONE
RPB8	YOR224C	STRUCTURE
RPB9	YGL070C	STRUCTURE
RPC10	YHR143W-A	STRUCTURE
RPC11	YDR045C	NONE
RPC17	YJL011C	NONE
RPC19	YNL113W	STRUCTURE
RPC25	YKL144C	NONE
RPC31	YNL151C	NONE
RPC34	YNR003C	NONE
RPC37	YKR025W	NONE
RPC40	YPR110C	STRUCTURE
RPC53	YDL150W	NONE
RPC82	YPR190C	NONE
RPD3	YNL330C	STRUCTURE
RPE1	YJL121C	NONE
RPF1	YHR088W	STRUCTURE
RPF2	YKR081C	STRUCTURE
RPG1	YBR079C	NONE
RPH1	YER169W	NONE
RPI1	YIL119C	STRUCTURE
RPL10	YLR075W	NONE
RPL11A	YPR102C	NONE
RPL11B	YGR085C	NONE
RPL12A	YEL054C	NONE
RPL12B	YDR418W	NONE
RPL13A	YDL082W	NONE
RPL13B	YMR142C	NONE
RPL14A	YKL006W	STRUCTURE
RPL14B	YHL001W	STRUCTURE
RPL15A	YLR029C	NONE
RPL15B	YMR121C	NONE
RPL16A	YIL133C	NONE
RPL16B	YNL069C	NONE
RPL17A	YKL180W	NONE
RPL17B	YJL177W	NONE
RPL18A	YOL120C	NONE
RPL18B	YNL301C	NONE
RPL19A	YBR084C-A	NONE
RPL19B	YBL027W	NONE
RPL1A	YPL220W	NONE
RPL1B	YGL135W	NONE
RPL20A	YMR242C	NONE
RPL20B	YOR312C	NONE
RPL21A	YBR191W	NONE
RPL21B	YPL079W	NONE
RPL22A	YLR061W	NONE
RPL22B	YFL034C-A	NONE
RPL23A	YBL087C	NONE
RPL23B	YER117W	NONE
RPL24A	YGL031C	NONE
RPL24B	YGR148C	NONE
RPL25	YOL127W	NONE
RPL26A	YLR344W	STRUCTURE
RPL26B	YGR034W	STRUCTURE
RPL27A	YHR010W	NONE
RPL27B	YDR471W	NONE
RPL28	YGL103W	NONE
RPL29	YFR032C-A	NONE
RPL2A	YFR031C-A	STRUCTURE
RPL2B	YIL018W	NONE
RPL3	YOR063W	NONE
RPL30	YGL030W	NONE
RPL31A	YDL075W	NONE
RPL31B	YLR406C	NONE
RPL32	YBL092W	NONE
RPL33A	YPL143W	STRUCTURE
RPL33B	YOR234C	STRUCTURE
RPL34A	YER056C-A	STRUCTURE
RPL34B	YIL052C	STRUCTURE
RPL35A	YDL191W	NONE
RPL35B	YDL136W	NONE
RPL36A	YMR194W	NONE
RPL36B	YPL249C-A	NONE
RPL37A	YLR185W	NONE
RPL37B	YDR500C	NONE
RPL38	YLR325C	NONE
RPL39	YJL189W	NONE
RPL40A	YIL148W	STRUCTURE
RPL40B	YKR094C	STRUCTURE
RPL41A	YDL184C	NONE
RPL41B	YDL133C-A	NONE
RPL42A	YNL162W	NONE
RPL42B	YHR141C	NONE
RPL43A	YPR043W	NONE
RPL43B	YJR094W-A	NONE
RPL4A	YBR031W	NONE
RPL4B	YDR012W	NONE
RPL5	YPL131W	NONE
RPL6A	YML073C	NONE
RPL6B	YLR448W	NONE
RPL7A	YGL076C	STRUCTURE
RPL7B	YPL198W	STRUCTURE
RPL8A	YHL033C	STRUCTURE
RPL8B	YLL045C	STRUCTURE
RPL9A	YGL147C	NONE
RPL9B	YNL067W	NONE
RPM1	YNCQ0027W	NONE
RPM2	YML091C	STRUCTURE
RPN1	YHR027C	STRUCTURE
RPN10	YHR200W	STRUCTURE
RPN11	YFR004W	STRUCTURE
RPN12	YFR052W	STRUCTURE
RPN13	YLR421C	NONE
RPN14	YGL004C	STRUCTURE
RPN2	YIL075C	STRUCTURE
RPN3	YER021W	NONE
RPN4	YDL020C	NONE
RPN5	YDL147W	NONE
RPN6	YDL097C	NONE
RPN7	YPR108W	STRUCTURE
RPN8	YOR261C	STRUCTURE
RPN9	YDR427W	NONE
RPO21	YDL140C	NONE
RPO26	YPR187W	STRUCTURE
RPO31	YOR116C	NONE
RPO41	YFL036W	NONE
RPP0	YLR340W	STRUCTURE
RPP1	YHR062C	NONE
RPP1A	YDL081C	NONE
RPP1B	YDL130W	NONE
RPP2A	YOL039W	NONE
RPP2B	YDR382W	NONE
RPR1	YNCE0007C	NONE
RPR2	YIR015W	NONE
RPS0A	YGR214W	STRUCTURE
RPS0B	YLR048W	STRUCTURE
RPS10A	YOR293W	NONE
RPS10B	YMR230W	NONE
RPS11A	YDR025W	NONE
RPS11B	YBR048W	NONE
RPS12	YOR369C	STRUCTURE
RPS13	YDR064W	NONE
RPS14A	YCR031C	STRUCTURE
RPS14B	YJL191W	STRUCTURE
RPS15	YOL040C	STRUCTURE
RPS16A	YMR143W	NONE
RPS16B	YDL083C	NONE
RPS17A	YML024W	NONE
RPS17B	YDR447C	NONE
RPS18A	YDR450W	NONE
RPS18B	YML026C	NONE
RPS19A	YOL121C	STRUCTURE
RPS19B	YNL302C	STRUCTURE
RPS1A	YLR441C	NONE
RPS1B	YML063W	NONE
RPS2	YGL123W	STRUCTURE
RPS20	YHL015W	NONE
RPS21A	YKR057W	NONE
RPS21B	YJL136C	NONE
RPS22A	YJL190C	NONE
RPS22B	YLR367W	NONE
RPS23A	YGR118W	NONE
RPS23B	YPR132W	NONE
RPS24A	YER074W	NONE
RPS24B	YIL069C	NONE
RPS25A	YGR027C	NONE
RPS25B	YLR333C	NONE
RPS26A	YGL189C	NONE
RPS26B	YER131W	NONE
RPS27A	YKL156W	NONE
RPS27B	YHR021C	NONE
RPS28A	YOR167C	NONE
RPS28B	YLR264W	NONE
RPS29A	YLR388W	NONE
RPS29B	YDL061C	NONE
RPS3	YNL178W	NONE
RPS30A	YLR287C-A	NONE
RPS30B	YOR182C	NONE
RPS31	YLR167W	STRUCTURE
RPS4A	YJR145C	NONE
RPS4B	YHR203C	NONE
RPS5	YJR123W	NONE
RPS6A	YPL090C	STRUCTURE
RPS6B	YBR181C	STRUCTURE
RPS7A	YOR096W	STRUCTURE
RPS7B	YNL096C	STRUCTURE
RPS8A	YBL072C	NONE
RPS8B	YER102W	NONE
RPS9A	YPL081W	STRUCTURE
RPS9B	YBR189W	STRUCTURE
RPT1	YKL145W	STRUCTURE
RPT2	YDL007W	STRUCTURE
RPT3	YDR394W	STRUCTURE
RPT4	YOR259C	STRUCTURE
RPT5	YOR117W	STRUCTURE
RPT6	YGL048C	STRUCTURE
RQC1	YDR333C	NONE
RQC2	YPL009C	NONE
RQT4	YKR023W	NONE
RRB1	YMR131C	STRUCTURE
RRD1	YIL153W	STRUCTURE
RRD2	YPL152W	INPUT
RRF1	YHR038W	NONE
RRG1	YDR065W	NONE
RRG7	YOR305W	NONE
RRG8	YPR116W	NONE
RRG9	YNL213C	STRUCTURE
RRI1	YDL216C	STRUCTURE
RRI2	YOL117W	NONE
RRM3	YHR031C	STRUCTURE
RRN10	YBL025W	NONE
RRN11	YML043C	NONE
RRN3	YKL125W	NONE
RRN5	YLR141W	STRUCTURE
RRN6	YBL014C	NONE
RRN7	YJL025W	NONE
RRN9	YMR270C	NONE
RRP1	YDR087C	NONE
RRP12	YPL012W	STRUCTURE
RRP14	YKL082C	STRUCTURE
RRP15	YPR143W	STRUCTURE
RRP17	YDR412W	STRUCTURE
RRP3	YHR065C	STRUCTURE
RRP36	YOR287C	STRUCTURE
RRP4	YHR069C	NONE
RRP40	YOL142W	NONE
RRP42	YDL111C	NONE
RRP43	YCR035C	NONE
RRP45	YDR280W	NONE
RRP46	YGR095C	NONE
RRP5	YMR229C	STRUCTURE
RRP6	YOR001W	NONE
RRP7	YCL031C	STRUCTURE
RRP8	YDR083W	STRUCTURE
RRP9	YPR137W	STRUCTURE
RRS1	YOR294W	STRUCTURE
RRT1	YBL048W	NONE
RRT12	YCR045C	NONE
RRT13	YER066W	NONE
RRT14	YIL127C	NONE
RRT15	YLR162W-A	NONE
RRT2	YBR246W	NONE
RRT5	YFR032C	NONE
RRT6	YGL146C	NONE
RRT7	YLL030C	NONE
RRT8	YOL048C	NONE
